qseqid	sseqid	pident	length	qcovs	evalue	bitscore	confidence	kingdom	phylum	class	order	family	genus	species
ASV0592	OP035295.1.70.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Echidna_189497;Echidna_unicolor_2589299	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Echidna	Echidna unicolor
ASV0593	PV053466.1.<1.>167###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Entomacrodus_57795;Entomacrodus_thalassinus_1892334	95.21	167	86	2.95e-70	265	genus	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Entomacrodus	Entomacrodus sp.
ASV0594	LC858680.1.<1.951###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Vanderhorstia_579952;Vanderhorstia_phaeosticta_2768284	99.485	194	100	6.12e-97	353	species	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Vanderhorstia	Vanderhorstia phaeosticta
ASV0595	LC720143.1.<1.895###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Kurtiformes_1489876;Apogonidae_83881;Ostorhinchus_638290;Ostorhinchus_wassinki_2966342	94.444	198	100	2.26e-81	302	family	Eukaryota	Chordata	Actinopteri	Kurtiformes	Apogonidae	NA	NA
ASV0596	LC499258.1.<1.>171###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Kurtiformes_1489876;Apogonidae_83881;Apogon_83882;Apogon_erythrinus_316344	97.661	171	86	3.85e-79	294	genus	Eukaryota	Chordata	Actinopteri	Kurtiformes	Apogonidae	Apogon	Apogon sp.
ASV0597	KY815355.1.<1.>879###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Xenojulis_1984850;Xenojulis_margaritaceus_1984852	94.898	196	100	1.76e-82	305	family	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	NA	NA
ASV0598	EU601212.1.22.>925###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Scarus_59660;Scarus_rubroviolaceus_247628	98.492	199	100	2.27e-96	351	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Scarus	Scarus rubroviolaceus
ASV0599	FJ595020.1.69.1020###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Scarus_59660;Scarus_schlegeli_247629	98.995	199	100	1.74e-97	355	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Scarus	Scarus schlegeli
ASV0600	AB021890.1.<1.851###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Anguillidae_7934;Anguilla_7935;Anguilla_marmorata_7939	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla	Anguilla marmorata
ASV0601	DQ645678.1.<1.>949###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Scuticaria_210591;Scuticaria_tigrina_391220	92.347	196	99	1.08e-74	279	family	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	NA	NA
ASV0602	AB974508.2.<1.888###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Holocentriformes_1490028;Holocentridae_47697;Myripristis_47699;Myripristis_greenfieldi_1522387	99.495	198	100	3.75e-99	361	species	Eukaryota	Chordata	Actinopteri	Holocentriformes	Holocentridae	Myripristis	Myripristis greenfieldi
ASV0603	LC814893.1.<1.>740###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Chrysiptera_80978;Chrysiptera_glauca_229119	98.469	196	100	1.04e-94	346	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Chrysiptera	Chrysiptera glauca
ASV0604	OR546228.1.69.1026###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Serranidae_30871;Pseudogramma_274730;Pseudogramma_paucilepis_1874689	97.949	195	100	1.72e-92	339	genus	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Pseudogramma	Pseudogramma sp.
ASV0605	PV434815.1.69.1008###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Aulopiformes_68510;Synodontidae_81390;Saurida_143309;Saurida_gracilis_990639	96.875	192	100	1.71e-87	322	genus	Eukaryota	Chordata	Actinopteri	Aulopiformes	Synodontidae	Saurida	Saurida sp.
ASV0606	KT600960.1.<1.>759###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Monacanthidae_143346;Paraluteres_303717;Paraluteres_prionurus_303718	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Monacanthidae	Paraluteres	Paraluteres prionurus
ASV0607	AP006794.1.69.1022###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Serranidae_30871;Grammistes_270575;Grammistes_sexlineatus_270576	100	196	100	1.03e-99	363	species	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Grammistes	Grammistes sexlineatus
ASV0608	OP035184.1.70.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Echidna_189497;Echidna_nebulosa_586818	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Echidna	Echidna nebulosa
ASV0609	LC812908.1.<1.890###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Myctophiformes_68514;Myctophidae_68515;Ceratoscopelus_123250;Ceratoscopelus_warmingii_123251	98.995	199	100	4.87e-98	357	species	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Ceratoscopelus	Ceratoscopelus warmingii
ASV0611	MH248183.1.<1.>671###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_undulatus_473461	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax undulatus
ASV0612	OP035098.1.69.1013###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Thalassoma_76337;Thalassoma_trilobatum_239059	99.485	194	100	6.12e-97	353	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Thalassoma	Thalassoma trilobatum
ASV0613	AP012235.1.361.1317###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Myctophiformes_68514;Myctophidae_68515;Diaphus_88678;Diaphus_gigas_292501	98.492	199	100	2.27e-96	351	species	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Diaphus	Diaphus gigas
ASV0614	LC708245.1.<1.890###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Lutjaniformes_2024539;Haemulidae_30840;Plectorhinchus_349641;Plectorhinchus_vittatus_1010711	93.97	199	100	2.96e-80	298	family	Eukaryota	Chordata	Actinopteri	Lutjaniformes	Haemulidae	NA	NA
ASV0615	OR575620.1.69.1022###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Myctophiformes_68514;Myctophidae_68515;Triphoturus_123242;Triphoturus_nigrescens_123243	99.497	199	100	1.05e-99	363	species	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Triphoturus	Triphoturus nigrescens
ASV0616	KT600949.1.<1.>762###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Monacanthidae_143346;Cantherhines_303711;Cantherhines_pullus_303713	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Monacanthidae	Cantherhines	Cantherhines pullus
ASV0617	MZ598167.1.<1.>169###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_thyrsoideus_1138762	99.408	169	86	4.89e-83	307	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax thyrsoideus
ASV0618	AY700288.1.<1.>796###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Tetraodontiformes_31022;Tetraodontidae_31031;Canthigaster_223138;Canthigaster_bennetti_303744	100	200	100	6.30e-102	370	species	Eukaryota	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Canthigaster	Canthigaster bennetti
ASV0619	KY815342.1.<1.>879###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Thalassoma_76337;Thalassoma_amblycephalum_239039	99.485	194	100	6.12e-97	353	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Thalassoma	Thalassoma amblycephalum
ASV0620	MG677546.1.69.1015###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Siganidae_75382;Siganidae_75382;Siganus_75041;Siganus_sutor_439892	98.99	198	100	1.74e-97	355	species	Eukaryota	Chordata	Actinopteri	Siganidae	Siganidae	Siganus	Siganus sutor
ASV0621	PV053486.1.<1.>168###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Pleuronectiformes_8252;Soleidae_30948;Aseraggodes_195595;Aseraggodes_auroculus_3352254	93.452	168	86	2.97e-65	248	family	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Soleidae	NA	NA
ASV0622	OP035151.1.70.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Cirripectes_703910;Cirripectes_quagga_879476	97.949	195	100	1.72e-92	339	genus	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Cirripectes	Cirripectes sp.
ASV0623	LC739786.1.<1.888###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Petroscirtes_57846;Petroscirtes_mitratus_879517	96.429	196	100	1.74e-87	322	genus	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Petroscirtes	Petroscirtes sp.
ASV0624	AY279603.1.<1.>902###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Halichoeres_51788;Halichoeres_marginatus_241295	97.436	195	100	2.89e-90	331	genus	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Halichoeres	Halichoeres sp.
ASV0625	KP893074.1.70.1018###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Enchelynassa_876646;Enchelynassa_canina_876647	99.49	196	100	4.79e-98	357	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Enchelynassa	Enchelynassa canina
ASV0626	OP035134.1.69.1020###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Lutjaniformes_2024539;Lutjanidae_30850;Aphareus_396778;Aphareus_furca_396779	100	199	100	2.25e-101	368	species	Eukaryota	Chordata	Actinopteri	Lutjaniformes	Lutjanidae	Aphareus	Aphareus furca
ASV0627	LC579379.1.<1.>497###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Acanthuriformes_1489937;Acanthuridae_29146;Acanthurus_12912;Acanthurus_guttatus_75013	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Acanthurus	Acanthurus guttatus
ASV0628	AB972138.1.<1.>168###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Cabillus_166736;Cabillus_lacertops_1311418	100	168	86	3.76e-84	311	species	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Cabillus	Cabillus lacertops
ASV0629	PP140670.1.11089.12034###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Siganidae_75382;Siganidae_75382;Siganus_75041;Siganus_argenteus_225755	98.985	197	100	6.23e-97	353	species	Eukaryota	Chordata	Actinopteri	Siganidae	Siganidae	Siganus	Siganus argenteus
ASV0630	LC091676.1.<1.>167###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Stomiiformes_48438;Gonostomatidae_48439;Cyclothone_48440;Cyclothone_pygmaea_48452	100	167	86	1.34e-83	309	species	Eukaryota	Chordata	Actinopteri	Stomiiformes	Gonostomatidae	Cyclothone	Cyclothone pygmaea
ASV0631	OP035300.2.70.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_pindae_1604524	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax pindae
ASV0632	AP012020.1.72.1025###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Siluriformes_7995;Plotosidae_30997;Plotosus_243561;Plotosus_japonicus_909843	98.485	198	100	8.11e-96	350	species	Eukaryota	Chordata	Actinopteri	Siluriformes	Plotosidae	Plotosus	Plotosus japonicus
ASV0633	PV212379.1.9578.10529###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Chlorurus_126670;Chlorurus_microrhinos_544414	99.497	199	100	1.05e-99	363	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Chlorurus	Chlorurus microrhinos
ASV0634	LC780147.1.<1.895###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Gnatholepis_151727;Gnatholepis_anjerensis_194857	98.969	194	100	2.85e-95	348	species	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Gnatholepis	Gnatholepis anjerensis
ASV0635	LC669528.1.<1.895###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Spariformes_1489931;Lethrinidae_30848;Lethrinus_119720;Lethrinus_genivittatus_182653	94.924	197	100	1.75e-82	305	family	Eukaryota	Chordata	Actinopteri	Spariformes	Lethrinidae	NA	NA
ASV0636	LC806059.1.<1.881###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Beloniformes_76071;Hemiramphidae_88694;Hyporhamphus_115870;Hyporhamphus_yuri_2012922	93.878	196	100	1.36e-78	292	family	Eukaryota	Chordata	Actinopteri	Beloniformes	Hemiramphidae	NA	NA
ASV0637	LC499516.1.<1.>168###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Gunnellichthys_86212;Gunnellichthys_pleurotaenia_348440	93.293	164	85	1.38e-63	243	family	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	NA	NA
ASV0638	MW630280.1.<1.>847###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Chrysiptera_80978;Chrysiptera_brownriggii_498267	99.495	198	100	3.75e-99	361	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Chrysiptera	Chrysiptera brownriggii
ASV0639	AY279608.1.<1.>941###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Halichoeres_51788;Halichoeres_scapularis_241300	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Halichoeres	Halichoeres scapularis
ASV0640	AP006029.1.69.1001###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Schindleriidae_30918;Schindleria_166781;Schindleria_praematura_166783	89.175	194	100	4.94e-63	241	order	Eukaryota	Chordata	Actinopteri	Gobiiformes	NA	NA	NA
ASV0641	LC579021.1.<1.>172###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Myctophiformes_68514;Myctophidae_68515;Taaningichthys_123248;Taaningichthys_minimus_885019	100	169	85	1.07e-84	313	species	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Taaningichthys	Taaningichthys minimus
ASV0642	FJ616363.1.<1.>945###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Plectroglyphidodon_80986;Plectroglyphidodon_leucozona_3359602	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Plectroglyphidodon	Plectroglyphidodon leucozona
ASV0643	AP005991.1.70.1024###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Serranidae_30871;Epinephelus_94231;Epinephelus_merra_215346	97.449	196	100	2.24e-91	335	genus	Eukaryota	Chordata	Actinopteri	Perciformes	Serranidae	Epinephelus	Epinephelus sp.
ASV0644	LC848706.1.<1.895###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Pleuronectiformes_8252;Bothidae_8253;Bothus_94920;Bothus_pantherinus_366905	98.99	198	100	1.74e-97	355	species	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Bothidae	Bothus	Bothus pantherinus
ASV0645	LC731798.1.<1.892###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Holocentriformes_1490028;Holocentridae_47697;Sargocentron_47707;Sargocentron_rubrum_181438	98.492	199	100	2.27e-96	351	species	Eukaryota	Chordata	Actinopteri	Holocentriformes	Holocentridae	Sargocentron	Sargocentron rubrum
ASV0646	OP738519.1.6370.7340###root_1;Eukaryota_2759;Mollusca_6447;Gastropoda_6448;Littorinimorpha_216294;Cypraeidae_69557;Monetaria_217784;Monetaria_caputserpentis_217788	99.459	185	99	5.88e-92	337	species	Eukaryota	Mollusca	Gastropoda	Littorinimorpha	Cypraeidae	Monetaria	Monetaria caputserpentis
ASV0647	OP035171.2.6523.7475###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Plectroglyphidodon_80986;Plectroglyphidodon_phoenixensis_997976	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Plectroglyphidodon	Plectroglyphidodon phoenixensis
ASV0648	LC858680.1.<1.951###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Gobiiformes_1489878;Gobiidae_8220;Vanderhorstia_579952;Vanderhorstia_phaeosticta_2768284	99.485	194	100	6.12e-97	353	species	Eukaryota	Chordata	Actinopteri	Gobiiformes	Gobiidae	Vanderhorstia	Vanderhorstia phaeosticta
ASV0649	LC814978.1.<1.>743###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Pomachromis_229142;Pomachromis_richardsoni_646032	98.985	197	100	6.23e-97	353	species	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Pomachromis	Pomachromis richardsoni
ASV0650	MW630257.1.<1.>824###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Pomacentridae_30863;Pomacentridae_30863;Stegastes_80992;Stegastes_nigricans_351694	95.455	198	99	1.06e-84	313	genus	Eukaryota	Chordata	Actinopteri	Pomacentridae	Pomacentridae	Stegastes	Stegastes sp.
ASV0651	OP820444.1.70.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Cirripectes_703910;Cirripectes_castaneus_879473	100	195	100	3.68e-99	361	species	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Cirripectes	Cirripectes castaneus
ASV0652	OP035282.1.69.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Acanthuriformes_1489937;Acanthuridae_29146;Acanthurus_12912;Acanthurus_nigrofuscus_12913	98.98	196	100	2.23e-96	351	species	Eukaryota	Chordata	Actinopteri	Acanthuriformes	Acanthuridae	Acanthurus	Acanthurus nigrofuscus
ASV0653	EU601180.1.22.>926###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Calotomus_188111;Calotomus_spinidens_544409	98.969	194	100	2.85e-95	348	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Calotomus	Calotomus spinidens
ASV0654	EU601208.1.22.>926###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Scarus_59660;Scarus_psittacus_247625	98.995	199	100	4.87e-98	357	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Scarus	Scarus psittacus
ASV0655	PX070000.1.69.1019###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Priacanthiformes_2024536;Priacanthidae_30865;Pristigenys_184446;Pristigenys_alta_749482	97.949	195	100	1.72e-92	339	genus	Eukaryota	Chordata	Actinopteri	Priacanthiformes	Priacanthidae	Pristigenys	Pristigenys sp.
ASV0656	AB373006.1.70.1019###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Atheriniformes_8075;Isonidae_1489917;Iso_238707;Iso_hawaiiensis_492020	92.965	199	100	6.45e-77	287	family	Eukaryota	Chordata	Actinopteri	Atheriniformes	Isonidae	NA	NA
ASV0657	LC146373.1.<1.>171###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Myctophiformes_68514;Myctophidae_68515;Diaphus_88678;Diaphus_mollis_123236	100	171	86	8.22e-86	316	species	Eukaryota	Chordata	Actinopteri	Myctophiformes	Myctophidae	Diaphus	Diaphus mollis
ASV0658	LC519480.1.<1.>169###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Kurtiformes_1489876;Apogonidae_83881;Foa_1147086;Foa_fo_2699432	97.633	169	86	4.93e-78	291	genus	Eukaryota	Chordata	Actinopteri	Kurtiformes	Apogonidae	Foa	Foa sp.
ASV0659	OP035107.2.70.1024###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Syngnathiformes_129912;Mullidae_30854;Mulloidichthys_342442;Mulloidichthys_flavolineatus_652446	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Syngnathiformes	Mullidae	Mulloidichthys	Mulloidichthys flavolineatus
ASV0660	DQ645678.1.<1.>949###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Scuticaria_210591;Scuticaria_tigrina_391220	98.99	198	100	1.74e-97	355	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Scuticaria	Scuticaria tigrina
ASV0661	LC278140.2.<1.887###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Cirripectes_703910;Cirripectes_polyzona_879475	99.487	195	100	1.71e-97	355	species	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Cirripectes	Cirripectes polyzona
ASV0662	MW376909.1.69.1014###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;order_Siganidae_75382;Siganidae_75382;Siganus_75041;Siganus_luridus_226939	99.492	197	100	1.34e-98	359	species	Eukaryota	Chordata	Actinopteri	Siganidae	Siganidae	Siganus	Siganus luridus
ASV0663	LC026706.1.<1.>168###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Perciformes_8111;Scorpaenidae_8108;Parascorpaena_626228;Parascorpaena_mossambica_1003773	93.452	168	86	8.31e-66	250	family	Eukaryota	Chordata	Actinopteri	Perciformes	Scorpaenidae	NA	NA
ASV0664	OP035101.1.70.1021###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Anguilliformes_7933;Muraenidae_46660;Gymnothorax_121281;Gymnothorax_chilospilus_473452	99.5	200	100	2.93e-100	364	species	Eukaryota	Chordata	Actinopteri	Anguilliformes	Muraenidae	Gymnothorax	Gymnothorax chilospilus
ASV0665	OP056938.1.70.1015###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Labrisomidae_57769;Malacoctenus_57773;Malacoctenus_macropus_722566	85.427	199	100	2.37e-51	202	order	Eukaryota	Chordata	Actinopteri	Blenniiformes	NA	NA	NA
ASV0666	OR546227.1.70.1017###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Blenniiformes_1489921;Blenniidae_56718;Cirripectes_703910;Cirripectes_polyzona_879475	99.487	195	100	1.71e-97	355	species	Eukaryota	Chordata	Actinopteri	Blenniiformes	Blenniidae	Cirripectes	Cirripectes polyzona
ASV0667	EU601186.1.22.>926###root_1;Eukaryota_2759;Chordata_7711;Actinopteri_186623;Labriformes_1489928;Labridae_8247;Chlorurus_126670;Chlorurus_oedema_188108	98.995	199	100	4.87e-98	357	species	Eukaryota	Chordata	Actinopteri	Labriformes	Labridae	Chlorurus	Chlorurus oedema
